City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
300,Lourdes,FR,71.08,broken clouds,43.1,-0.05,"Hôtel Saint Etienne, Lourdes"
305,Guerrero Negro,MX,71.44,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
307,Chivasso,IT,78.01,scattered clouds,45.1894,7.8872,Hotel Europa Chivasso
309,Bengkulu,ID,77.67,light rain,-3.8004,102.2655,Grage Hotel Bengkulu
310,Mino,JP,74.43,overcast clouds,34.8269,135.4706,Minoh Kanko Hotel
315,Miandrivazo,MG,83.32,light rain,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
316,Manokwari,ID,78.75,moderate rain,-0.8667,134.0833,Swiss Belhotel Manokwari
317,Pozo Colorado,PY,83.82,overcast clouds,-23.4923,-58.7972,Hospedaje la Amistad
319,Indramayu,ID,83.08,broken clouds,-6.3264,108.32,Grand Trisula Hotel
321,Chake Chake,TZ,80.49,clear sky,-5.2459,39.7666,Hotel Archipelago
324,Peabiru,BR,74.59,overcast clouds,-23.9128,-52.3431,La visa hotel
326,Port-Gentil,GA,78.66,few clouds,-0.7193,8.7815,Fengshui Residence
327,Lahat,ID,74.08,broken clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
328,Corinto,GR,72.41,few clouds,37.9407,22.9573,Ephira Hotel
330,Alexandria,EG,81.39,clear sky,31.2156,29.9553,Royal Crown Hotel
331,Hove,GB,70.18,scattered clouds,50.8309,-0.1672,"Holiday Inn Brighton - Seafront, an IHG Hotel"
337,Jimo,CN,71.98,light rain,36.3897,120.4622,Thank Inn Chain Hotel Shandong Jimo Bus Station
340,Uchiza,PE,74.26,broken clouds,-8.4592,-76.4633,Hotel San Pedro
341,Sola,VU,78.93,broken clouds,-13.8833,167.55,Leumerus Bungalows
344,Shanghai,CN,80.46,light rain,31.2222,121.4581,Swissotel Grand Shanghai
345,Marsabit,KE,80.56,few clouds,2.3284,37.9899,Chicho Hotel
346,Kahului,US,71.69,clear sky,20.8947,-156.47,Maui Seaside Hotel
347,Boyolangu,ID,76.59,overcast clouds,-8.1181,111.8935,Yos ega cv
348,Shingu,JP,72.91,overcast clouds,33.7333,135.9833,Shingu UI Hotel
349,Halifax,CA,75.52,scattered clouds,44.6453,-63.5724,Hotel Halifax
354,Laurel,US,65.46,overcast clouds,39.0993,-76.8483,Days Inn & Suites by Wyndham Laurel Near Fort Meade
356,Casalmaggiore,IT,76.15,overcast clouds,44.9939,10.4189,Albergo Delle Industrie
357,Sao Jose Da Coroa Grande,BR,83.8,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
361,Burgos,ES,70.21,few clouds,42.3394,-3.7079,Hotel Corona de Castilla (Sercotel)
362,Victoria,HK,84.33,light rain,22.2855,114.1577,Mini Hotel Central
369,Cockburn Town,TC,82.45,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
371,Ashikaga,JP,73.81,broken clouds,36.3333,139.45,Toyoko INN Tochigi Ashikaga Station North
373,Robertsport,LR,81.57,light rain,6.7533,-11.3686,Kwepunha Retreat
374,Carauari,BR,81.72,overcast clouds,-4.8828,-66.8958,Hotel Fellip
376,Bende,NG,78.01,overcast clouds,5.5572,7.6368,Bende Local Government Corppers Lodge
378,Namibe,AO,69.91,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
381,Vanimo,PG,78.73,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
382,Kimbe,PG,74.89,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
385,Taybad,IR,82.76,clear sky,34.74,60.7756,لی پوش jean center
386,Nuevo Progreso,MX,72.46,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
389,Ambajogai,IN,74.08,overcast clouds,18.7333,76.3833,Hotel Krushnai
392,Atambua,ID,73.04,broken clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
393,Rongcheng,CN,75.7,light rain,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
395,Ranong,TH,78.87,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
396,Reynosa,MX,71.96,smoke,26.0833,-98.2833,"Holiday Inn Reynosa Zona Dorada, an IHG Hotel"
398,Mahebourg,MU,73.26,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
399,Anloga,GH,81.61,broken clouds,5.7947,0.8973,Pin Drop Hotel
400,Bose,IT,74.53,overcast clouds,45.4612,8.0137,Locanda Borgo Antico
402,Karimnagar,IN,78.76,light rain,18.4333,79.15,Sravanthi palace
405,Pombos,BR,80.19,broken clouds,-8.1414,-35.3958,Pousada Pé de Serra
407,Sabang,ID,83.37,overcast clouds,5.8933,95.3214,Hotel Citra
408,Mosbach,DE,75.0,clear sky,49.3539,9.1428,Hotel & Restaurant Lamm
410,Can Tho,VN,80.58,light rain,10.0333,105.7833,Kim Lan Hotel Can Tho
411,Hami,CN,73.22,overcast clouds,42.8,93.45,Laoyutang Resort
412,Meulaboh,ID,80.06,overcast clouds,4.1363,96.1285,Kost Pria
414,Dingle,PH,76.73,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
417,Brufut,GM,82.45,broken clouds,13.3814,-16.7518,Sheraton Gambia Hotel Resort & Spa
420,Mareeba,AU,65.12,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
423,Sumbe,AO,75.61,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
424,Axim,GH,82.58,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
425,Jiangyan,CN,72.07,light rain,32.5061,120.1428,Super 8 Taizhou Jiangyan East Luotang Road
426,Morgan City,US,70.0,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
430,Mayo,US,69.98,heavy intensity rain,38.8876,-76.5119,Resorts Resource Group International
436,Lazaro Cardenas,MX,78.37,clear sky,17.9583,-102.2,quinta antigua
438,Port Hawkesbury,CA,72.03,haze,45.6169,-61.3485,MacKenzie House Tourist Home B&B
441,Newton,US,77.95,mist,42.337,-71.2092,Hotel Indigo Boston - Newton Riverside
445,Challans,FR,76.12,clear sky,46.8436,-1.8749,Citotel Le Challans
449,Champerico,GT,84.34,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
450,Hambantota,LK,82.26,broken clouds,6.1241,81.1185,Bungalow 63
456,Margate,GB,70.7,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
458,Gainesville,US,74.68,overcast clouds,29.6516,-82.3248,"Holiday Inn Gainesville-University Ctr, an IHG Hotel"
462,Mweka,CD,77.38,light rain,-4.85,21.5667,Guest House Boshab
465,Tautira,PF,73.42,light rain,-17.7333,-149.15,Pension Oaoa
470,Matara,LK,80.2,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
471,Tafresh,IR,79.25,clear sky,34.692,50.013,هتل یاس سفید
472,Sarab,IR,82.87,scattered clouds,38.6066,44.9883,مسجد امام رضا
475,Am Timan,TD,83.46,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
476,Xichang,CN,65.8,scattered clouds,27.8964,102.2634,Xichang ibis Hotel
477,Luwuk,ID,75.67,broken clouds,-0.9516,122.7875,Hotel Santika Luwuk
478,Northam,GB,67.71,overcast clouds,51.0333,-4.2167,Durrant House Hotel
480,Ajaccio,FR,75.36,clear sky,42.0,8.9167,Sole E Monte
481,Yong Peng,MY,77.04,overcast clouds,2.0136,103.0659,MH Hotel Yong Peng
484,Alizai,PK,78.49,few clouds,33.5383,70.3462,Alizai Rest House
485,Alvaraes,BR,84.07,overcast clouds,-3.2208,-64.8042,Av. Castelo Branco. Ginásio Ermelino vieira.
491,Komsomolskiy,UZ,75.92,clear sky,40.4272,71.7189,Ikathouse
493,Asvanyraro,HU,70.09,overcast clouds,47.8273,17.4942,Orchidea Hotel Lipót
494,Misratah,LY,83.84,few clouds,32.3754,15.0925,فندق الماسة
496,Keningau,MY,73.85,light rain,5.3378,116.1602,Sabindo Hotel
497,Coahuayana,MX,81.88,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
499,Pasighat,IN,78.13,clear sky,28.0667,95.3333,Siang Guest House
501,Sorong,ID,79.7,overcast clouds,-0.8833,131.25,waigo splash hotel
504,Asfi,MA,71.89,overcast clouds,32.2994,-9.2372,Hôtel Abda
506,Trelew,AR,67.14,clear sky,-43.249,-65.3051,Hotel Touring Club
509,Rosarito,MX,70.09,overcast clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
510,Vila Velha,BR,73.35,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
512,Wenling,CN,75.36,light rain,28.3669,121.36,Hanting Express Wenling Wanchang North Road
513,Simbakoro,SL,80.64,moderate rain,8.6,-11.0167,Diamond Lodge
514,Tura,IN,74.53,few clouds,25.5198,90.2201,Hotel RIKMAN Continental
519,San Vicente,AR,74.5,overcast clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
521,Quzhou,CN,76.41,clear sky,28.9594,118.8686,Quzhou Jiujiu Business Hotel
524,Kirakira,SB,77.52,overcast clouds,-10.4544,161.9205,SanBiz Lodge
525,Salamiyah,SY,77.76,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
529,Kandrian,PG,76.41,light rain,-6.2167,149.55,Kandrian Station
532,Los Llanos De Aridane,ES,71.35,volcanic ash,28.6585,-17.9182,Valle Aridane
538,Auray,FR,70.88,clear sky,47.6703,-2.9918,Best Western Auray hotel du Loch
540,Kotido,UG,83.59,broken clouds,2.9806,34.1331,Loware Joseph Mukasa's Residence
544,Cananeia,BR,66.45,overcast clouds,-25.0147,-47.9267,Pousada Ancoradouro
545,Soyo,AO,77.38,overcast clouds,-6.1349,12.3689,Hotel Mpampa
546,Ukiah,US,66.36,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
548,Kavaratti,IN,82.51,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
549,Mahon,ES,79.36,broken clouds,39.8885,4.2658,ARTIEM Capri
550,Valle Nacional,MX,77.5,broken clouds,17.7833,-96.3167,Cabaña San Mateo Yetla
553,Manbij,SY,81.37,clear sky,36.5281,37.9549,Manbej City Hotel
557,Flores,GT,73.33,overcast clouds,16.9226,-89.8994,Quinta Maya Hotel
558,Porto Uniao,BR,65.52,broken clouds,-26.2381,-51.0783,Hotel Flórida
559,Mananara,MG,72.95,clear sky,-16.1667,49.7667,Chez Roger
561,Tucuman,AR,68.0,clear sky,-26.8241,-65.2226,HOTEL MIAMI
562,Rabo De Peixe,PT,72.91,few clouds,37.8,-25.5833,Quinta das Giestas
567,Nabire,ID,76.71,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
568,Marawi,PH,67.64,overcast clouds,7.9986,124.2928,Derogongan Residence
572,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
576,Tarakan,ID,79.68,broken clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
577,Port Moresby,PG,73.83,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
578,Lang Son,VN,75.15,scattered clouds,21.8333,106.7333,Khai Nga Hotel
581,Kieta,PG,77.86,light rain,-6.2167,155.6333,Uruna Bay Retreat
582,Pedernales,DO,83.62,scattered clouds,18.0384,-71.744,Hotel Costa Marina
583,Japura,ID,76.51,scattered clouds,-0.3167,102.35,Rumah mbah Jamah
586,Meadow Lake,US,66.0,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
589,Korla,CN,70.3,clear sky,41.7597,86.1469,Gulisitan Hotel
590,Port Shepstone,ZA,70.68,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
591,Linqiong,CN,73.26,scattered clouds,30.4159,103.4609,Tianlun Tanxianglou Hotel
595,Palaia Fokaia,GR,70.75,scattered clouds,37.72,23.9463,Plaza Resort Hotel
597,Iralaya,HN,82.49,overcast clouds,15.0,-83.2333,Iglesia morava renovada
601,Mlonggo,ID,81.52,scattered clouds,-6.5333,110.7,Asia Metal Art
605,Tukrah,LY,79.07,clear sky,32.5341,20.5791,Lagrota restaurant
606,Tshikapa,CD,84.61,moderate rain,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
608,Pokhara,NP,70.95,broken clouds,28.2333,83.9833,Butterfly Lodge
609,Ha Giang,VN,74.75,overcast clouds,22.8333,104.9833,Truong Xuan Ecolodge
612,Guarapari,BR,73.29,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
613,Wanxian,CN,80.76,light rain,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
615,Cap Malheureux,MU,73.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
616,Bloomfield,US,80.06,overcast clouds,40.8068,-74.1854,La Quinta Inn & Suites by Wyndham Clifton/Rutherford
620,Niquero,CU,83.03,clear sky,20.0431,-77.5828,Islazul Niquero
622,Port Blair,IN,79.54,moderate rain,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
628,Papara,BR,84.6,broken clouds,-3.9839,-38.7273,Romin
629,Socorro,US,72.37,broken clouds,31.6546,-106.3033,guarderia imss papalote
630,Natitingou,BJ,80.74,overcast clouds,10.3042,1.3796,Auberge Centrale
631,Naron,ES,81.03,few clouds,43.5167,-8.1528,Marcial
634,Meiktila,MM,80.26,light rain,20.8667,95.8667,The Floral Breeze Wunzin Hotel
636,San Lorenzo,PY,74.34,clear sky,-25.3333,-57.5333,Hotel del Sur
637,Acapulco,MX,82.22,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
640,Tateyama,JP,78.82,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
644,Pangai,TO,74.71,overcast clouds,-19.8,-174.35,Ha'apai Beach Resort
645,Warwick,US,78.76,broken clouds,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
647,Lumphat,KH,72.45,heavy intensity rain,13.4878,106.9816,Lumphat Homestay
649,Naze,JP,76.55,clear sky,28.3667,129.4833,オーベルジュ・アガルイ
652,Skibbereen,IE,66.0,broken clouds,51.55,-9.2667,The West Cork Hotel
654,Machico,PT,76.12,scattered clouds,32.7,-16.7667,Dom Pedro Madeira Hotel
655,Beira,MZ,77.09,few clouds,-19.8436,34.8389,Beira Terrace Hotel
656,Ponta Delgada,PT,74.12,few clouds,37.7333,-25.6667,Vila Nova Hotel
658,Saint Stephen,GB,67.39,scattered clouds,50.3333,-4.9,4 stepaside corner
662,Manta,EC,72.3,overcast clouds,-0.95,-80.7333,Balandra Hotel
665,Trat,TH,76.37,overcast clouds,12.5,102.5,สวนหนิง-อัศ
671,Buchanan,LR,83.21,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
676,La Palma,US,79.02,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
679,Tevaitoa,PF,76.8,few clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
680,Davila,PH,82.44,clear sky,18.4726,120.5763,Blue Ridge Beach Resort
681,Gigmoto,PH,80.83,few clouds,13.7796,124.39,Cj's Travellers Inn
687,Houma,US,70.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
689,San Patricio,US,80.46,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
691,Westport,US,79.11,overcast clouds,41.1415,-73.3579,The Westport Inn
694,Brawley,US,81.61,broken clouds,32.9787,-115.5303,Brawley Inn Hotel & Conference Center
695,Clovis,US,77.02,smoke,36.8252,-119.7029,"Homewood Suites by Hilton Fresno Airport/Clovis, CA"
697,Ankang,CN,71.98,light rain,32.68,109.0172,安琪酒店
700,Saint-Paul,RE,75.74,broken clouds,-21.0096,55.2707,Boucan Canot
701,Yarada,IN,82.72,mist,17.65,83.2667,Jeevan
